,brand,model,operation_mode,feed_opening_shape,body_material,liner_material,applicable_number,power,cooking_function,function,capacity,speed_adjustment,type,cup_material,speed,status
1850,donlim/东菱,HM-945,,,,,1-3人,200-400W,,"搅拌,和面",,5档,,不锈钢,,0
1851,kenwood/建伍,HM791,,,,,5人以上,200-400W,,"打蛋,搅拌",,5档,,不锈钢,,0
1852,deneng/德能,BL-13A,,圆形,不锈钢,,5人以上,400-600W,,"搅拌,制奶昔,榨汁",1.5L容量,5档,,玻璃,15000-19999转/分钟,0
1853,kesun/科顺,FP401,,,,,4-5人,400-600W,,"搅拌,和面,制奶昔,绞肉,碎冰,切丝/切片,榨汁",1.2L容量,5档,,食品级PC材料,20000-24999转/分钟,0
1854,cnyb,109,,,,,1-3人,400-600W,,"打蛋,搅拌,和面",3.5L容量,5档,,不锈钢,,0
1855,ashton/阿诗顿,SM-550,,,,,4-5人,400-600W,,"打蛋,搅拌,制奶昔,和面,混合",5l容量,5档,,不锈钢,,0
1856,rosenstein&sohne,NX8559,,,,,5人以上,400-600W,,"打蛋,搅拌,制奶昔,和面,混合",3L容量,5档,,不锈钢,,0
1857,bosch/博世,MFQ40302,,,,,1-3人,400-600W,,搅拌,,5档,,,0-4999转/分钟,0
1858,上豪,KA-1000,,,,,4-5人,1000-1200W,,"搅拌,和面,制奶昔,混合,打蛋,绞肉,切丝/切片",5l容量,5档,,不锈钢,,0
1859,dark horse/黑马,KM-699,,,,,5人以上,1400-1600W,,"搅拌,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2.5L容量,5档,,食品级材料,25000-29999转/分钟,0
1860,panasonic/松下,MK-GB1,,,,,1-3人,100-200W,,"打蛋,搅拌,制奶昔,和面",3L容量,5档,,塑料,0-4999转/分钟,0
1861,panasonic/松下,MK-GH1,,,,,4-5人,100-200W,,"打蛋,搅拌,制奶昔,和面,混合",GH1,5档,,塑料,0-4999转/分钟,0
1862,hurom/惠人,DSC1100RE,,,,,2-5人,100-200W,,"碎肉,和面,搅拌,制奶昔,混合,绞肉,榨汁",,5档,,Tritan材料,0-4999转/分钟,0
1863,hurom/惠人,GH-SBF06,,,,,2-5人,100-200W,,"干磨,制奶昔,和面,榨汁,绞肉",无限制,5档,,塑料,0-4999转/分钟,0
1864,wmf/福腾宝,0416130011,,,,,1-3人,600-800W,,"搅拌,榨汁",1.5L容量,5档,,玻璃,20000-24999转/分钟,0
1865,kenwood/凯伍德,HB724,,,,,1-3人,600-800W,,"打蛋,搅拌,切菜,碎肉,制奶昔",0.75L容量,5档,,塑料,15000-19999转/分钟,0
1866,kuto/快特电器,KYH201-N,,,,,4-5人,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",3L容量,5档,,婴儿食品级材料,45000-49999转/分钟,0
1867,topkitch,YT-9001,,,,,5人以上,1600-1800W,,"搅拌,切丝/切片,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1L容量,5档,,食品级PC材料,35000-39999转/分钟,0
1868,philips/飞利浦,HR1617,,,,,5人以上,400-600W,,"打蛋,搅拌,切菜",1.7L容量,16档,,塑料,其他,0
1869,philips/飞利浦,HR1619,,,,,5人以上,600-800W,,"搅拌,碎肉,制奶昔,混合,打蛋,碎冰,榨汁",1.5L容量,16档,,SAN,其他,0
1870,kps/祈和,KS-1060,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,绞肉,碎冰,榨汁,干磨",2L容量,触控调速,,Tritan材料,45000-49999转/分钟,0
1871,lifecode/莱科德,PB-668B,,,,,5人以上,2000-2200W,,"搅拌,碎肉,打蛋,绞肉,榨汁,干磨",1.75L容量,17档,,玻璃,45000-49999转/分钟,0
1872,九殿,PB-801,,,,,4-5人,1200-1400W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁",2L容量,11档,,食品级PC材料,35000-39999转/分钟,0
1873,特缤,TB-768,,,,,4-5人,1200-1400W,,"搅拌,沙冰果汁,制奶昔,切菜,混合,打蛋,碎冰,干磨",2L容量,11档,,食品级材料,35000-39999转/分钟,0
1874,kitchenaid/凯膳怡,5KSB8270C,,,,,,1600-1800W,,"碎冰,搅拌,榨汁,混合",2.6L容量,11档,,玻璃,20000-24999转/分钟,0
1875,braun/博朗,FP3010,,,,,4-5人,400-600W,,"搅拌,制奶昔,和面,切菜,混合,打蛋,切丝/切片",2L容量,15档,,塑料,0-4999转/分钟,0
1876,braun/博朗,K600,,,,,5人以上,400-600W,,"搅拌,切菜,和面,碎肉,制奶昔,混合,打蛋,榨汁",,15档,,塑料,0-4999转/分钟,0
1877,greenis/格丽思,G-8880S,,,,,4-5人,1200-1400W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,辅食,碎冰,榨汁,干磨",2L容量,15档,,Tritan材料,45000-49999转/分钟,0
1878,久本,JB007,,,,,5人以上,1200-1400W,,"搅拌,制奶昔,和面,碎肉,切菜,绞肉,豆浆,碎冰,榨汁,干磨",4L容量,15档,,玻璃,0-4999转/分钟,0
1879,tenguard/太古,TG-SSL-8090,,,,,4-5人,2000-2200W,,"碎冰,搅拌,制奶昔,榨汁,碎肉",1.75L容量,15档,,玻璃,45000-49999转/分钟,0
1880,fulaier/福莱尔,FLE812,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",2L容量,15档,,塑料,45000-49999转/分钟,0
1881,海盘,CS-9800D,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,碎冰,沙冰,榨汁,干磨",2.5L容量,按键调速,,Tritan材料,35000-39999转/分钟,0
1882,皇太太,HT50,,圆形,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,辅食,碎冰,榨汁,干磨",2L容量,自动调速,,不含BPA材料,45000-49999转/分钟,0
1883,lecon/乐创,LC-8630J,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,自动调速,,玻璃,0-4999转/分钟,0
1884,zkd/中科电,PB99,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,自动调速,,食品级PC材料,45000-49999转/分钟,0
1885,小厨师,PB-F012HB,,,,,4-5人,1600-1800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨,浓汤",1.75L容量,自动调速,,玻璃,30000-34999转/分钟,0
1886,royalstar/荣事达,RZ-2008D,,,,,4-5人,1800-2000W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,系统设置快慢速,,,25000-29999转/分钟,0
1887,sande/三的,SD-782,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,其他,,玻璃,45000-49999转/分钟,0
1888,breville/铂富,BBL550,,,,,1-3人,800-1000W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰",1.4L容量,2档以上,,玻璃,,0
1889,oumaisi/欧麦斯,8068,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,豆浆,碎冰,干磨",2L容量,2档以上,,玻璃,,0
1890,royalstar/荣事达,RZ-1508H,,,,,5人以上,1400W-1600W,,"碎肉,果酱,冰淇淋,辅食,奶昔,沙冰,榨汁,浓汤",,,,玻璃,,0
1891,格明,GM-J08,,圆形,不锈钢,,,400-600W,,"搅拌,切菜,干磨,榨汁",0.6L容量,,,塑料,,0
1892,edei/宜阁,E-LK0112,,圆形,不锈钢,,,400-600W,,"搅拌,榨汁",0.6L容量,,,塑料,,0
1893,anmir/安蜜尔,AMR932,,圆形,塑料,,,400-600W,,"搅拌,碎肉,制奶昔,豆浆,碎冰,榨汁,干磨",1.5L容量,,,塑料,,0
1894,金满圆,J-901,,圆形,塑料,,,100-200W,,"碎肉,压面,榨汁,搅拌",0.95L容量,,,塑料,,0
1895,狮威特,JE220-09M00,,月牙形,钢琴烤漆,,,100-200W,,"压面,榨汁,搅拌",,,,塑料,,0
1896,philips/飞利浦,HR1861/00,,月牙形,金属,,,800-1000W,,"碎冰,搅拌,制奶昔,干磨,碎肉",1.5L容量,,,塑料,,0
1897,airmate/艾美特,CB0410PR,,圆形,塑料,,,400-600W,,"碎冰,搅拌,制奶昔,干磨,碎肉",0.7L容量,,,塑料,20000-24999转/分钟,0
1898,kesun/科顺,KP60SCK,,圆形,不锈钢,,,800-1000W,,"搅拌,制奶昔,榨汁",1L容量,,,塑料,10000-14999转/分钟,0
1899,weiyuan/味源,BL-250,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,榨汁",0.45L容量,,,塑料,0-4999转/分钟,0
1900,hurom/惠人,HL-DBF11,按键式,月牙形,金属,,,,,"制奶昔,榨汁,豆浆",0.45L容量,,,塑料,0-4999转/分钟,0
1901,nuc/恩优希,NF-120,按键式,月牙形,塑料,,,400-600W,,"制奶昔,冰淇淋,榨汁",1L容量,,,塑料,0-4999转/分钟,0
1902,格明,GM-J02,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,和面,碎肉,切菜,打蛋,碎冰,榨汁,干磨",1L容量,,,塑料,0-4999转/分钟,0
1903,kitchenaid/凯膳怡,KSB1575,,圆形,不锈钢,,,,,"搅拌,切菜,榨汁,碎肉",1.75L容量,,,塑料,,0
1904,hanjiaours/汉佳欧斯,DG600,,圆形,不锈钢,,,400-600W,,"搅拌,制奶昔,榨汁",0.6L容量,,,塑料,,0
1905,supor/苏泊尔,TJE06C-400,,圆形,不锈钢,,,400-600W,,"搅拌,榨汁",0.5L容量,,,塑料,,0
1906,meiling/美菱,MJ-Z150,,圆形,不锈钢,,,400-600W,,"碎冰,搅拌,制奶昔,榨汁",0.6L容量,,,塑料,,0
1907,peskoe/半球,HB-J203,,圆形,塑料,,,400-600W,,"搅拌,榨汁,研磨,碎肉",,,,塑料,,0
1908,qxty/统一,MY-610,,圆形,塑料,,,400-600W,,"碎冰,搅拌,榨汁,干磨",0.5L容量,,,塑料,,0
1909,chulux/厨莱克斯,CL-J898,,圆形,金属,,,100-200W,,"碎冰,搅拌,制奶昔,干磨,榨汁",0.8L容量,,,塑料,,0
1910,giocoso/果语,GY3101,,圆形,塑料,,,,,"搅拌,榨汁,冰淇淋",0.25L容量,,,塑料,,0
1911,joyoung/九阳,JYL-C012E,,圆形,塑料,,,200-400W,,"搅拌,制奶昔,绞肉,辅食,豆浆,榨汁,干磨",1.2L容量,,,塑料,,0
1912,philips/飞利浦,HR1876,,圆形,不锈钢,,,800-1000W,,"打蛋,搅拌,碎冰,制奶昔,榨汁",1.5L容量,,,塑料,,0
1913,bestday/贝尔斯顿,ZZJ801,按键式,月牙形,塑料,,,100-200W,,"搅拌,榨汁,冰淇淋,豆浆",0.6L容量,,,塑料,0-4999转/分钟,0
1914,欧美爵士,J8227HDR-C,,圆形,塑料,,,100-200W,,"碎冰,搅拌,切菜,榨汁,碎肉",,,,塑料,0-4999转/分钟,0
1915,cnyb,YB-600,,圆形,塑料,,1-3人,200-400W,,"绞肉,切菜,切丝/切片,榨汁,制奶昔",,,,塑料,0-4999转/分钟,0
1916,eupa/灿坤,TSK-9399AVPF,,,,,,200-400W,,搅拌,,,,塑料,,0
1917,lotek/乐泰,101SA,,,,,5人以上,400-600W,,"打蛋,搅拌,碎冰,榨汁,碎肉",,,,塑料,,0
1918,panasonic/松下,MK-F800,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,绞肉,碎冰,切丝/切片,榨汁,干磨",2.5L容量,,,塑料,,0
1919,breville/铂富,BBL800,,,,,4-5人,1000-1200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰",2L容量,2档以上,,塑料,,0
1920,whirlpool/惠而浦,WBL-CS116X,,,,,4-5人,1000-1200W,,"搅拌,米糊,制奶昔,绞肉,鱼汤,豆浆,碎冰,榨汁",2L容量,,,塑料,,0
1921,欧美爵士,CNC82R-C,,圆形,,,,100-200W,,"搅拌,和面,碎肉,切菜,碎冰,榨汁,干磨",,,,塑料,,0
1922,酷晨,CSJ-TE905WCN,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,干磨,榨汁,碎肉",,,,塑料,0-4999转/分钟,0
1923,braun/博朗,MQ775,,,,,,600-800W,,搅拌,,无级变速,,塑料,,0
1924,krobell/康贝尔,KBE2166,,,,,4-5人,200-400W,,搅拌,,,,食品级PC材料,,0
1925,electrolux/伊莱克斯,EBR150G,,,,,1-3人,100-200W,,"搅拌,榨汁,制奶昔",,,,食品级PC材料,,0
1926,donlim/东菱,BL-9316KB,,,,,,2000-2200W,,,,,,食品级PC材料,,0
1927,jinxiong/金熊,JX5113,,,,,4-5人,1600-1800W,,"搅拌,碎肉,制奶昔,混合,碎冰,榨汁,干磨",2L容量,2档以上,,食品级PC材料,,0
1928,eupa/灿坤,TSK-9624AAPM,,圆形,塑料,,,,,"碎冰,搅拌,榨汁,干磨,碎肉",1.25L容量,,,食品级PC材料,,0
1929,royalstar/荣事达,RZ-259A,,圆形,塑料,,,400-600W,,"搅拌,制奶昔,干磨,榨汁",1.15L容量,,,食品级PC材料,,0
1930,顺庭,CD-2,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,榨汁",,,,食品级PC材料,,0
1931,lionheart/莱恩哈特,CJB-530,,圆形,Tritan材质,,,400-600W,,"碎冰,搅拌,榨汁",0.6L容量,,,Tritan材料,,0
1932,sanf/三富,PB-2102,,圆形,塑料,,,400-600W,,"搅拌,制奶昔,榨汁,辅食",0.5L容量,,,Tritan材料,,0
1933,geligao/格立高,GLG-607,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,碎肉,切菜,打蛋,碎冰,榨汁",0.5L容量,,,Tritan材料,,0
1934,韩代,JSJM-808,,圆形,塑料,,,,,"搅拌,榨汁",0.42L容量,,,Tritan材料,15000-19999转/分钟,0
1935,ranbem/瑞本,308,,圆形,塑料,,,400-600W,,"搅拌,研磨,制奶昔,辅食,豆浆,碎冰,榨汁",0.6L容量,,,Tritan材料,0-4999转/分钟,0
1936,wmf/福腾宝,AR-606,,圆形,不锈钢,,,400-600W,,"碎冰,搅拌,榨汁",0.6L容量,,,Tritan材料,0-4999转/分钟,0
1937,honguo/红果,HG-JB-686,,圆形,不锈钢,,,,,"搅拌,制奶昔,干磨,榨汁",0.5L容量,,,Tritan材料,,0
1938,honguo/红果,HG-JB-696,,圆形,塑料,,,,,"搅拌,辅食,制奶昔,榨汁,豆浆",0.5L容量,,,Tritan材料,,0
1939,nintaus/金正,JZM-200,,圆形,不锈钢,,,,,"碎冰,搅拌,制奶昔,榨汁",0.5L容量,,,Tritan材料,,0
1940,supor/苏泊尔,JE11-250,,圆形,不锈钢,,,400-600W,,"沙冰,辅食,榨汁,制奶昔,豆浆",0.6L容量,,,Tritan材料,,0
1941,满堂红(电器),BL-812,,圆形,不锈钢,,,400-600W,,"碎冰,搅拌,制奶昔,榨汁",0.6L容量,,,Tritan材料,,0
1942,汉宝,HB-J808,,圆形,不锈钢,,,400-600W,,"碎冰,搅拌,制奶昔,榨汁,豆浆",0.6L容量,,,Tritan材料,,0
1943,伯乐马,LD-130,,月牙形,钢琴烤漆,,,100-200W,,"搅拌,制奶昔,碎肉",,,,Tritan材料,,0
1944,zkd/中科电,LOC-D,,圆形,不锈钢,,,400-600W,,"搅拌,制奶昔,辅食,果泥,豆浆,碎冰,榨汁",0.57L容量,,,Tritan材料,20000-24999转/分钟,0
1945,ranbem/瑞本,RANBEM-613,,圆形,塑料,,,400-600W,,"豆腐,搅拌,制奶昔,榨汁,豆浆",0.45L容量,,,Tritan材料,0-4999转/分钟,0
1946,midea/美的,MJ-WJS1271E,,圆形,塑料,,,100-200W,,"搅拌,制奶昔,榨汁",1L容量,,,Tritan材料,0-4999转/分钟,0
1947,欧美爵士,J8226,,圆形,塑料,,,100-200W,,"碎肉,制奶昔,搅拌,切菜,榨汁,干磨",1L容量,,,Tritan材料,0-4999转/分钟,0
1948,勒仕,L60,,月牙形,塑料,,,100-200W,,"搅拌,制奶昔,榨汁",0.5L容量,,,Tritan材料,0-4999转/分钟,0
1949,方成,230A,,,,,,200-400W,,"搅拌,果汁",,,,食品级材料,,0
1950,kitchenaid/凯膳怡,5KSB5080B,,,,,4-5人,1400W-1600W,,"碎冰,搅拌,制奶昔,榨汁,混合",1.75L容量,2档以上,,食品级材料,,0
1951,bestday/贝尔斯顿,PBJ-S02E,,,,,4-5人,,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",,,,不锈钢,,0
1952,kenwood/凯伍德,AT340,,,,,5人以上,,,"切片,切丝",,,,不锈钢,,0
1953,kenwood/凯伍德,AT641,,,,,5人以上,,,"果蔬,榨汁",,,,不锈钢,,0
1954,kitchenaid/凯膳怡,5KSM150PSCQG,,,,,4-5人,200-400W,,"打蛋,搅拌,和面,混合",4.5L容量,2档以上,,不锈钢,,0
1955,红菱/厨宝,KitchenAid 5Qt,,,,,5人以上,200-400W,,"搅拌,和面",,,,不锈钢,,0
1956,kitchenaid/凯膳怡,5K45SS,,,,,4-5人,200-400W,,"打蛋,搅拌,和面,混合",4.3L容量,2档以上,,不锈钢,,0
1957,chigo/志高,ZG-L620-X,,圆形,塑料,,,100-200W,,"搅拌,榨汁,干磨,豆浆",,,,食品级材料,0-4999转/分钟,0
1958,royalstar/荣事达,RZ-616A,,月牙形,塑料,,,400-600W,,"搅拌,榨汁",1L容量,,,食品级材料,0-4999转/分钟,0
1959,韩夫人,SD60F-2,,圆形,不锈钢,,,100-200W,,"搅拌,碎肉,制奶昔,碎冰,榨汁,干磨",0.4L容量,,,不锈钢,0-4999转/分钟,0
1960,sport/思博特,BL-701,,,,,3-5人,200-400W,,"搅拌,制奶昔,混合",1L容量,无级变速,,不锈钢,,0
1961,lequip,LMO-3600,,,,,4-5人,400-600W,,"碎冰,搅拌,榨汁,干磨,制奶昔",,,,不锈钢,,0
1962,kitchenaid/凯膳怡,PRO600 6QT,,,,,5人以上,400-600W,,"碎冰,碎肉,榨汁,切菜,干磨",,,,不锈钢,,0
1963,breville/铂富,BEM800,,,,,,1000-1200W,,"打蛋,搅拌,切丝,和面,绞肉",,,,不锈钢,,0
1964,xmd/咸美顿,HBB-250S,,,,,4-5人,400-600W,,"搅拌,鸡尾酒,沙冰",,3档,,不锈钢,,0
1965,kenwood/凯伍德,KVL6000T,,,,,5人以上,1000-1200W,,"打蛋,搅拌,和面,混合",6.7L容量,无级变速,,不锈钢,,0
1966,kitchenaid/凯膳怡,5KSM7580X,,,,,5人以上,400-600W,,"打蛋,搅拌,制奶昔,和面,混合",6.9L容量,7档,,不锈钢,,0
1967,kitchenaid/凯膳怡,5KSM7580XECA,,,,,5人以上,400-600W,,"打蛋,搅拌,制奶昔,和面",6.9L容量,7档,,不锈钢,,0
1968,bosch/博世,MUMXX20G,,,,,4-5人,1400W-1600W,,"打蛋,搅拌",,,,不锈钢,,0
1969,kenwood/凯伍德,MG510,,,,,4-5人,1400W-1600W,,"碎肉,绞肉",,,,不锈钢,,0
1970,beow/贝奥,BO-C02,,,,,5人以上,1000-1200W,,"打蛋,搅拌,和面",5.5L容量,2档以上,,不锈钢,,0
1971,kenwood/凯伍德,KMC010 ,,,,,5人以上,1200-1400W,,"碎冰,碎肉,榨汁,切菜",,,,不锈钢,,0
1972,piyopiyo/黄色小鸭,XY-250,,,,,2-3人,100-200W,,"搅拌,切菜,制奶昔,混合,绞肉,榨汁,干磨",1L容量,2档以上,,食品级AS材料,,0
1973,supor/苏泊尔,JS61-150,,,,,2-4人,100-200W,,"切丝/切片,和面,绞肉",,,,食品级AS材料,,0
1974,hyundai/现代,HYJR-3017,,,,,1-3人,100-200W,,"搅拌,碎肉",,,,食品级ABS材料,,0
1975,aca/北美电器,AF-CJ102,,月牙形,塑料,,,100-200W,,"搅拌,制奶昔,榨汁",0.7L容量,,,食品级ABS材料,0-4999转/分钟,0
1976,hyundai/现代,HYJB-3201,,,,,1-3人,200-400W,,搅拌,,2档,,食品级ABS材料,,0
1977,jbo/进宝,HAY-808B,,,,,1-3人,100-200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,榨汁",0.6L容量,1档,,玻璃,,0
1978,bear/小熊,QSJ-A02A1,,,,,1-3人,100-200W,,"绞肉,搅拌,切菜,碎肉",1.2L容量,1档,,玻璃,0-4999转/分钟,0
1979,lock&lock/乐扣乐扣,EJM331,,,,,1-3人,200-400W,,"搅拌,榨汁,混合",0.5L,1档,,Tritan材料,,0
1980,思乐谊,B101,,,,,1-3人,200-400W,,"搅拌,切菜,制奶昔,混合,碎冰,榨汁",,1档,,Tritan材料,20000-24999转/分钟,0
1981,supor/苏泊尔,JS23-200,,,,,1-3人,100-200W,,"碎冰,搅拌,豆浆,绞肉",,1档,,Tritan材料,,0
1982,supor/苏泊尔,JS22-200,,,,,1-3人,100-200W,,"搅拌,制奶昔,干磨,榨汁,绞肉",0.6L容量,1档,,Tritan材料,,0
1983,ouke/欧科,OK1068A,,圆形,塑料,,1-3人,200-400W,,"碎冰,搅拌,制奶昔,榨汁",0.6L容量,1档,,食品级材料,25000-29999转/分钟,0
1984,lock&lock/乐扣乐扣,EJM161BLK,,,,,1-3人,200-400W,,"碎肉,搅拌,绞肉,混合",1.2L容量,手动调速,,玻璃,,0
1985,kitchenaid/凯膳怡,5KFP0922C,,,,,,200-400W,,"搅拌,和面,碎肉,切菜,混合,绞肉,切丝/切片,干磨",2L容量,手动调速,,,,0
1986,braun/博朗,MQ335,,,,,2-3人,400-600W,,"打蛋,搅拌",,手动调速,,塑料,,0
1987,guge/谷格,G6F,,,,,1-3人,100-200W,,"绞肉,辅食,搅拌",,手动调速,,,,0
1988,joyhands/技航,JH-PB07D,,,,,5人以上,2000-2200W,,"碎冰,制奶昔,干磨",1.75L容量,手动调速,,玻璃,,0
1989,konka/康佳,KJ-JB15L,,,,,1-3人,400-600W,,榨汁,1.5L容量,手动调速,,,其他,0
1990,bestday/贝尔斯顿,PBJ-G17K,,,,,4-5人,1000-1200W,,"搅拌,米糊,绞肉,辅食,豆浆,榨汁,浓汤",1.75L容量,手动调速,,玻璃,,0
1991,小艾,XW-800F,,,,,4-5人,1000-1200W,,"碎肉,搅拌,榨汁,绞肉,混合",1.75L容量,手动调速,,玻璃,,0
1992,herpusi/惠尔普斯,HD-175A,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,米糊,豆浆,碎冰,玉米汁,榨汁,干磨",,手动调速,,玻璃,,0
1993,格子,GZ-JR2,,,,,5人以上,100-200W,,"绞肉,搅拌,碎菜,碎肉",,手动调速,,玻璃,,0
1994,kesun/科顺,JRC06,,,,,5人以上,100-200W,,"绞肉,碎肉",,手动调速,,玻璃,,0
1995,donlim/东菱,DL-PL500,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,,0
1996,philips/飞利浦,HR2095,,,,,1-3人,600-800W,,"搅拌,制奶昔",2L容量,手动调速,,玻璃,,0
1997,philips/飞利浦,HR2195,,,,,4-5人,600-800W,,"碎肉,搅拌,榨汁,混合",2L容量,手动调速,,玻璃,,0
1998,hyundai/现代,QC-LL2475,,,,,4-5人,600-800W,,"搅拌,榨汁,碎肉",,手动调速,,玻璃,20000-24999转/分钟,0
1999,greenis/格丽思,F-8202,,,,,5人以上,600-800W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,打蛋,绞肉,辅食,碎冰,榨汁",,手动调速,,玻璃,,0
2000,oumaisi/欧麦斯,8066,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,果汁,碎冰,榨汁,干磨",2L容量,手动调速,,玻璃,,0
2001,edos/爱动,YM-680,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,手动调速,,玻璃,480000转/分钟,0
2002,aux/奥克斯,HX-PB821,,,,,4-5人,1400W-1600W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.8L容量,手动调速,,玻璃,,0
2003,ashmore/艾诗摩尔,AS-CP58,,,,,4-5人,1400W-1600W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",,手动调速,,玻璃,,0
2004,delrex/德瑞仕,S90,,,,,5人以上,2000-2200W,,搅拌,,手动调速,,玻璃,45000-49999转/分钟,0
2005,braun/博朗,MR4050,,,,,2-3人,400-600W,,"打蛋,搅拌,切菜,碎肉",,手动调速,,塑料,,0
2006,nathome/北欧欧慕,NJB140P,,,,,2-3人,100-200W,,"搅拌,榨汁",,手动调速,,塑料,,0
2007,九道湾,LM208,,,,,5人以上,1600-1800W,,"搅拌,榨汁,豆浆,沙冰",2L容量,手动调速,,塑料,35000-39999转/分钟,0
2008,欧美爵士,BL632,,,,,4-5人,1200-1400W,,"搅拌,制奶昔,切菜,混合,打蛋,碎冰,榨汁",,手动调速,,塑料,40000-44999转/分钟,0
2009,eupa/灿坤,TSK-9346A3PC,,,,,2-3人,200-400W,,搅拌,0.6L容量,手动调速,,Tritan材料,,0
2010,tescom,TMV2000,,,,,4-5人,200-400W,,"搅拌,榨汁",,手动调速,,Tritan材料,5000-9999转/分钟,0
2011,kingpro,J-1302,,,,,4-5人,1400W-1600W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",3L容量,手动调速,,食品级材料,,0
2012,hamilton beach/汉美驰,B66,,,,,4-5人,600-800W,,"搅拌,制奶昔,切菜,混合,碎冰,榨汁",1.4L容量,手动调速,,Tritan材料,,0
2013,yen sun/元山,YS-2688JED,,,,,4-5人,800-1000W,,"碎肉,榨汁,绞肉",1.5L容量,手动调速,,不锈钢,5000-9999转/分钟,0
2014,kenwood/凯伍德,KVC30,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",4.6L容量,手动调速,,不锈钢,,0
2015,kenwood/凯伍德,KVC51,,,,,5人以上,1000-1200W,,"打蛋,搅拌,混合,和面,碎肉",4.6L容量,手动调速,,不锈钢,,0
2016,kenwood/凯伍德,KVC5000,,,,,5人以上,1000-1200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,碎冰,干磨",4.6L容量,手动调速,,不锈钢,,0
2017,hyundai/现代,HYJB-3203,,,,,1-3人,200-400W,,搅拌,,2档,,,,0
2018,philips/飞利浦,HR1724,,,,,1-3人,200-400W,,"搅拌,榨汁,干磨",,2档,,,,0
2019,shinil/信一,SMX-EM800,,,,,1-3人,200-400W,,"搅拌,制奶昔,碎肉",,2档,,,,0
2020,amos/亚摩斯,DSN-Z3008A,,,,,2-3人,200-400W,,"搅拌,榨汁",,2档,,塑料,,0
2021,braun/博朗,MQ530,,,,,1-3人,400-600W,,"打蛋,搅拌,制奶昔,混合,绞肉",,2档,,,,0
2022,mx/美祥,MX-B188,,月牙形,不锈钢,,1-3人,100-200W,,"制奶昔,干磨,榨汁",,2档,,,,0
2023,wmf/福腾宝,LONO,,,,,,,,"打蛋,搅拌,榨汁",,2档,,塑料,,0
2024,kitchenaid/凯膳怡,5KFC3511G,,,,,4-5人,200-400W,,"碎肉,切菜,切丝/切片",,2档,,玻璃,,0
2025,weme/维米,D-318B,,,,,4-5人,200-400W,,"搅拌,碎肉,切菜,打蛋,绞肉,榨汁,干磨",2L容量,2档,,玻璃,,0
2026,philips/飞利浦,HR7641,,,,,,400-600W,,"搅拌,榨汁",,2档,,,,0
